"year","state","ideology","total"
2003,"New Jersey","Racist Skinhead",12
2003,"New Jersey","White Nationalist",1
2003,"New Jersey",NA,7
2003,"New Mexico","Neo-Nazi",1
2003,"New York","General Hate",2
2003,"New York","Hate Music",1
2003,"New York","Ku Klux Klan",3
2003,"New York","Neo-Confederate",1
2003,"New York","Neo-Nazi",5
2003,"New York","Racist Skinhead",1
2003,"New York","White Nationalist",4
2003,"New York",NA,7
2003,"North Carolina","General Hate",1
2003,"North Carolina","Ku Klux Klan",5
2003,"North Carolina","Neo-Confederate",8
2003,"North Carolina","Neo-Nazi",8
2003,"North Carolina","Racist Skinhead",1
2003,"North Carolina","White Nationalist",4
2003,"North Carolina",NA,6
2003,"North Dakota","Neo-Nazi",1
2003,"Ohio","Christian Identity",1
2003,"Ohio","General Hate",2
2003,"Ohio","Hate Music",1
2003,"Ohio","Ku Klux Klan",10
2003,"Ohio","Neo-Nazi",5
2003,"Ohio","Racist Skinhead",4
2003,"Ohio","White Nationalist",3
2003,"Ohio",NA,7
2003,"Oklahoma","General Hate",1
2003,"Oklahoma","Ku Klux Klan",3
2003,"Oklahoma","Neo-Nazi",1
2003,"Oklahoma","White Nationalist",1
2003,"Oklahoma",NA,1
2003,"Oregon","General Hate",1
2003,"Oregon","Neo-Nazi",3
2003,"Oregon","Racist Skinhead",4
2003,"Pennsylvania","General Hate",1
2003,"Pennsylvania","Ku Klux Klan",5
2003,"Pennsylvania","Neo-Nazi",7
2003,"Pennsylvania","Racist Skinhead",9
2003,"Pennsylvania","White Nationalist",2
2003,"Pennsylvania",NA,5
2003,"Rhode Island","Neo-Nazi",1
2003,"Rhode Island",NA,1
2003,"South Carolina","Christian Identity",1
2003,"South Carolina","General Hate",1
2003,"South Carolina","Ku Klux Klan",3
2003,"South Carolina","Neo-Confederate",31
2003,"South Carolina","Neo-Nazi",2
2003,"South Carolina","White Nationalist",4
2003,"South Carolina",NA,2
2003,"Tennessee","Christian Identity",3
2003,"Tennessee","Ku Klux Klan",10
2003,"Tennessee","Neo-Confederate",1
2003,"Tennessee","Neo-Nazi",5
2003,"Tennessee","White Nationalist",4
2003,"Tennessee",NA,5
2003,"Texas","Christian Identity",2
2003,"Texas","General Hate",1
2003,"Texas","Ku Klux Klan",24
2003,"Texas","Neo-Confederate",6
2003,"Texas","Neo-Nazi",8
2003,"Texas","Racist Skinhead",3
2003,"Texas","White Nationalist",1
2003,"Texas",NA,8
2003,"Utah","Neo-Nazi",1
2003,"Virginia","Anti-Immigrant",1
2003,"Virginia","Christian Identity",2
2003,"Virginia","General Hate",1
2003,"Virginia","Ku Klux Klan",4
2003,"Virginia","Neo-Confederate",4
2003,"Virginia","Neo-Nazi",2
2003,"Virginia","White Nationalist",8
2003,"Virginia",NA,3
2003,"Washington","Christian Identity",2
2003,"Washington","General Hate",1
2003,"Washington","Neo-Nazi",5
2003,"Washington","Racist Skinhead",1
2003,"Washington","White Nationalist",3
2003,"Washington",NA,1
2003,"West Virginia","Hate Music",1
2003,"West Virginia","Ku Klux Klan",3
2003,"West Virginia","Neo-Nazi",3
2003,"West Virginia","Racist Skinhead",1
2003,"Wisconsin","Ku Klux Klan",3
2003,"Wisconsin","Neo-Nazi",8
2003,"Wisconsin",NA,1
2003,"Wyoming","Neo-Nazi",3
2004,"Alabama","Hate Music",1
2004,"Alabama","Ku Klux Klan",7
2004,"Alabama","Neo-Confederate",5
2004,"Alabama","Neo-Nazi",6
2004,"Alabama","White Nationalist",5
2004,"Alabama",NA,3
2004,"Alaska","General Hate",1
2004,"Alaska","Neo-Nazi",1
2004,"Arizona","Christian Identity",1
2004,"Arizona","General Hate",1
2004,"Arizona","Ku Klux Klan",1
2004,"Arizona","Neo-Nazi",2
2004,"Arizona","Racist Skinhead",1
2004,"Arizona",NA,2
2004,"Arkansas","Christian Identity",3
2004,"Arkansas","Hate Music",1
2004,"Arkansas","Ku Klux Klan",9
2004,"Arkansas","Neo-Confederate",3
2004,"Arkansas","Neo-Nazi",4
2004,"Arkansas","White Nationalist",1
2004,"Arkansas",NA,2
2004,"California","Anti-Immigrant",2
2004,"California","Anti-LGBTQ",1
2004,"California","Christian Identity",1
2004,"California","General Hate",6
2004,"California","Hate Music",1
2004,"California","Holocaust Denial",1
2004,"California","Ku Klux Klan",5
2004,"California","Neo-Confederate",1
2004,"California","Neo-Nazi",9
2004,"California","Racist Skinhead",5
2004,"California","White Nationalist",1
2004,"California",NA,9
2004,"Colorado","Anti-LGBTQ",1
2004,"Colorado","Christian Identity",1
2004,"Colorado","General Hate",2
2004,"Colorado","Hate Music",1
2004,"Colorado","Ku Klux Klan",1
2004,"Colorado","Neo-Confederate",1
2004,"Colorado","Neo-Nazi",2
2004,"Colorado",NA,1
2004,"Connecticut","General Hate",1
2004,"Connecticut","Racist Skinhead",1
2004,"Connecticut",NA,2
2004,"Delaware","Hate Music",1
2004,"Delaware","Neo-Nazi",1
2004,"Delaware",NA,1
2004,"District of Columbia","Holocaust Denial",1
2004,"District of Columbia","Ku Klux Klan",1
2004,"District of Columbia",NA,3
2004,"Florida","General Hate",2
2004,"Florida","Ku Klux Klan",9
2004,"Florida","Neo-Confederate",13
2004,"Florida","Neo-Nazi",7
2004,"Florida","Racist Skinhead",2
2004,"Florida","White Nationalist",7
2004,"Florida",NA,3
2004,"Georgia","Anti-LGBTQ",1
2004,"Georgia","Ku Klux Klan",8
2004,"Georgia","Neo-Confederate",7
2004,"Georgia","Neo-Nazi",5
2004,"Georgia","Racist Skinhead",3
2004,"Georgia","White Nationalist",3
2004,"Georgia",NA,14
2004,"Idaho","Christian Identity",2
2004,"Idaho","Holocaust Denial",1
2004,"Idaho","Neo-Nazi",3
2004,"Idaho","White Nationalist",1
2004,"Illinois","General Hate",1
2004,"Illinois","Ku Klux Klan",5
2004,"Illinois","Neo-Nazi",6
2004,"Illinois","Racist Skinhead",1
2004,"Illinois","White Nationalist",4
2004,"Illinois",NA,3
2004,"Indiana","Ku Klux Klan",4
2004,"Indiana","Neo-Nazi",3
2004,"Indiana","Racist Skinhead",1
2004,"Indiana","White Nationalist",3
2004,"Indiana",NA,1
2004,"Iowa","Ku Klux Klan",1
2004,"Iowa",NA,1
2004,"Kansas","Anti-LGBTQ",1
2004,"Kansas","Ku Klux Klan",1
2004,"Kansas","Neo-Nazi",5
2004,"Kansas","Racist Skinhead",1
2004,"Kentucky","Christian Identity",2
2004,"Kentucky","Ku Klux Klan",7
2004,"Kentucky","Neo-Confederate",1
2004,"Kentucky","Neo-Nazi",1
2004,"Kentucky",NA,1
2004,"Louisiana","Christian Identity",1
2004,"Louisiana","Ku Klux Klan",9
2004,"Louisiana","Neo-Confederate",1
2004,"Louisiana","Neo-Nazi",4
2004,"Louisiana","White Nationalist",7
2004,"Louisiana",NA,5
2004,"Maine","Neo-Nazi",2
2004,"Maryland","Ku Klux Klan",3
2004,"Maryland","Neo-Nazi",2
2004,"Maryland","Racist Skinhead",1
2004,"Maryland","White Nationalist",1
2004,"Maryland",NA,2
2004,"Massachusetts","General Hate",1
2004,"Massachusetts","Neo-Nazi",6
2004,"Massachusetts","Racist Skinhead",1
2004,"Massachusetts",NA,3
2004,"Michigan","Christian Identity",2
2004,"Michigan","Ku Klux Klan",5
2004,"Michigan","Neo-Nazi",9
2004,"Michigan","Racist Skinhead",1
2004,"Michigan","White Nationalist",3
2004,"Michigan",NA,2
2004,"Minnesota","Christian Identity",2
2004,"Minnesota","General Hate",1
2004,"Minnesota","Neo-Nazi",4
2004,"Mississippi","Ku Klux Klan",6
2004,"Mississippi","Neo-Confederate",2
2004,"Mississippi","Neo-Nazi",2
2004,"Mississippi","White Nationalist",14
2004,"Mississippi",NA,2
2004,"Missouri","Christian Identity",2
2004,"Missouri","Ku Klux Klan",3
2004,"Missouri","Neo-Confederate",5
2004,"Missouri","Neo-Nazi",3
2004,"Missouri","Racist Skinhead",1
2004,"Missouri","White Nationalist",6
2004,"Missouri",NA,3
2004,"Montana","Christian Identity",1
2004,"Montana","Neo-Confederate",1
2004,"Nebraska","Christian Identity",1
2004,"Nebraska","Ku Klux Klan",1
2004,"Nebraska","Neo-Nazi",3
2004,"Nevada","General Hate",1
2004,"Nevada","Neo-Nazi",4
2004,"Nevada",NA,2
2004,"New Hampshire","Neo-Nazi",1
2004,"New Jersey","Hate Music",1
2004,"New Jersey","Ku Klux Klan",2
2004,"New Jersey","Neo-Nazi",7
2004,"New Jersey","Racist Skinhead",12
2004,"New Jersey","White Nationalist",2
2004,"New Jersey",NA,7
2004,"New York","General Hate",2
2004,"New York","Hate Music",1
2004,"New York","Ku Klux Klan",3
2004,"New York","Neo-Confederate",1
2004,"New York","Neo-Nazi",4
2004,"New York","Racist Skinhead",1
2004,"New York","White Nationalist",4
2004,"New York",NA,5
2004,"North Carolina","General Hate",1
2004,"North Carolina","Ku Klux Klan",10
2004,"North Carolina","Neo-Confederate",8
2004,"North Carolina","Neo-Nazi",9
2004,"North Carolina","White Nationalist",3
2004,"North Carolina",NA,6
2004,"Ohio","Christian Identity",1
2004,"Ohio","Hate Music",1
2004,"Ohio","Ku Klux Klan",11
2004,"Ohio","Neo-Nazi",7
2004,"Ohio","Racist Skinhead",4
2004,"Ohio","White Nationalist",3
2004,"Ohio",NA,4
2004,"Oklahoma","General Hate",1
2004,"Oklahoma","Ku Klux Klan",6
2004,"Oklahoma","Neo-Nazi",2
2004,"Oklahoma","White Nationalist",1
2004,"Oklahoma",NA,1
2004,"Oregon","Neo-Nazi",4
2004,"Oregon","Racist Skinhead",3
2004,"Pennsylvania","Ku Klux Klan",4
2004,"Pennsylvania","Neo-Nazi",10
2004,"Pennsylvania","Racist Skinhead",11
2004,"Pennsylvania","White Nationalist",2
2004,"Pennsylvania",NA,4
2004,"Rhode Island",NA,1
2004,"South Carolina","General Hate",1
2004,"South Carolina","Ku Klux Klan",3
2004,"South Carolina","Neo-Confederate",32
2004,"South Carolina","Neo-Nazi",2
2004,"South Carolina","White Nationalist",6
2004,"South Carolina",NA,2
2004,"Tennessee","Christian Identity",2
2004,"Tennessee","Ku Klux Klan",13
2004,"Tennessee","Neo-Confederate",1
2004,"Tennessee","Neo-Nazi",3
2004,"Tennessee","Racist Skinhead",1
2004,"Tennessee","White Nationalist",7
2004,"Tennessee",NA,4
2004,"Texas","Christian Identity",2
2004,"Texas","General Hate",2
2004,"Texas","Ku Klux Klan",10
2004,"Texas","Neo-Confederate",9
2004,"Texas","Neo-Nazi",6
2004,"Texas","Racist Skinhead",3
2004,"Texas","White Nationalist",2
2004,"Texas",NA,6
2004,"Utah","General Hate",1
2004,"Utah","Neo-Nazi",1
2004,"Vermont","Ku Klux Klan",1
2004,"Virginia","Anti-Immigrant",1
2004,"Virginia","Christian Identity",2
2004,"Virginia","Ku Klux Klan",6
2004,"Virginia","Neo-Confederate",5
2004,"Virginia","Neo-Nazi",4
2004,"Virginia","Racist Skinhead",1
2004,"Virginia","White Nationalist",8
2004,"Virginia",NA,2
2004,"Washington","Christian Identity",1
2004,"Washington","General Hate",1
2004,"Washington","Neo-Nazi",4
2004,"Washington","Racist Skinhead",1
2004,"Washington","White Nationalist",2
2004,"West Virginia","Hate Music",2
2004,"West Virginia","Ku Klux Klan",3
2004,"West Virginia","Neo-Nazi",3
2004,"West Virginia","Racist Skinhead",1
2004,"Wisconsin","Ku Klux Klan",3
2004,"Wisconsin","Neo-Nazi",5
2004,"Wisconsin","Racist Skinhead",1
2004,"Wisconsin",NA,1
2004,"Wyoming","Neo-Nazi",2
2004,"Wyoming","Racist Skinhead",1
2005,"Alabama","Ku Klux Klan",3
2005,"Alabama","Neo-Confederate",5
2005,"Alabama","Neo-Nazi",6
2005,"Alabama","White Nationalist",6
2005,"Alabama",NA,2
2005,"Alaska","General Hate",1
2005,"Alaska","Neo-Nazi",1
2005,"Arizona","Anti-Immigrant",1
2005,"Arizona","Christian Identity",1
2005,"Arizona","General Hate",1
2005,"Arizona","Ku Klux Klan",1
2005,"Arizona","Neo-Nazi",3
2005,"Arizona","Racist Skinhead",3
2005,"Arizona",NA,2
2005,"Arkansas","Christian Identity",3
2005,"Arkansas","Hate Music",1
2005,"Arkansas","Ku Klux Klan",7
2005,"Arkansas","Neo-Confederate",3
2005,"Arkansas","Neo-Nazi",4
2005,"Arkansas","White Nationalist",1
2005,"Arkansas",NA,2
2005,"California","Anti-Immigrant",3
2005,"California","Anti-LGBTQ",2
2005,"California","Christian Identity",1
2005,"California","General Hate",6
2005,"California","Hate Music",3
2005,"California","Holocaust Denial",2
2005,"California","Ku Klux Klan",8
2005,"California","Neo-Confederate",1
2005,"California","Neo-Nazi",9
2005,"California","Racist Skinhead",6
2005,"California",NA,8
2005,"Colorado","Anti-LGBTQ",1
2005,"Colorado","Christian Identity",1
2005,"Colorado","General Hate",2
2005,"Colorado","Hate Music",1
2005,"Colorado","Ku Klux Klan",1
2005,"Colorado","Neo-Confederate",1
2005,"Colorado","Neo-Nazi",2
2005,"Colorado",NA,1
2005,"Connecticut","General Hate",1
2005,"Connecticut","Racist Skinhead",1
2005,"Connecticut",NA,2
2005,"Delaware","Hate Music",1
2005,"Delaware","Neo-Nazi",1
2005,"Delaware",NA,1
2005,"District of Columbia","Anti-LGBTQ",1
2005,"District of Columbia","Holocaust Denial",1
2005,"District of Columbia","Ku Klux Klan",1
2005,"District of Columbia","White Nationalist",1
2005,"District of Columbia",NA,3
2005,"Florida","Christian Identity",1
2005,"Florida","General Hate",1
2005,"Florida","Ku Klux Klan",12
2005,"Florida","Neo-Confederate",16
2005,"Florida","Neo-Nazi",7
2005,"Florida","Racist Skinhead",3
2005,"Florida","White Nationalist",7
2005,"Florida",NA,2
2005,"Georgia","Anti-LGBTQ",1
2005,"Georgia","Christian Identity",1
2005,"Georgia","General Hate",1
2005,"Georgia","Hate Music",1
2005,"Georgia","Ku Klux Klan",7
2005,"Georgia","Neo-Confederate",8
2005,"Georgia","Neo-Nazi",5
2005,"Georgia","Racist Skinhead",2
2005,"Georgia","White Nationalist",3
2005,"Georgia",NA,12
2005,"Idaho","Christian Identity",2
2005,"Idaho","Holocaust Denial",1
2005,"Idaho","Neo-Nazi",3
2005,"Idaho","White Nationalist",1
2005,"Illinois","Christian Identity",1
2005,"Illinois","General Hate",1
2005,"Illinois","Ku Klux Klan",6
2005,"Illinois","Neo-Nazi",6
2005,"Illinois","Racist Skinhead",1
2005,"Illinois","White Nationalist",4
2005,"Illinois",NA,3
2005,"Indiana","Ku Klux Klan",7
2005,"Indiana","Neo-Nazi",3
2005,"Indiana","Racist Skinhead",1
2005,"Indiana","White Nationalist",2
2005,"Indiana",NA,1
2005,"Iowa","Ku Klux Klan",2
2005,"Iowa",NA,1
2005,"Kansas","Anti-LGBTQ",1
2005,"Kansas","Ku Klux Klan",1
2005,"Kansas","Neo-Nazi",5
2005,"Kansas","Racist Skinhead",1
2005,"Kentucky","Christian Identity",2
2005,"Kentucky","Ku Klux Klan",9
2005,"Kentucky","Neo-Confederate",1
2005,"Kentucky","Neo-Nazi",1
2005,"Kentucky",NA,1
2005,"Louisiana","Christian Identity",1
2005,"Louisiana","Ku Klux Klan",9
2005,"Louisiana","Neo-Confederate",1
2005,"Louisiana","Neo-Nazi",4
2005,"Louisiana","White Nationalist",6
2005,"Louisiana",NA,7
2005,"Maine","Neo-Nazi",2
2005,"Maryland","Ku Klux Klan",2
2005,"Maryland","Neo-Nazi",2
2005,"Maryland","Racist Skinhead",1
2005,"Maryland","White Nationalist",2
2005,"Maryland",NA,2
2005,"Massachusetts","General Hate",1
2005,"Massachusetts","Ku Klux Klan",1
2005,"Massachusetts","Neo-Nazi",6
2005,"Massachusetts","Racist Skinhead",1
2005,"Massachusetts",NA,3
2005,"Michigan","Christian Identity",3
2005,"Michigan","Ku Klux Klan",6
2005,"Michigan","Neo-Nazi",9
2005,"Michigan","Racist Skinhead",1
2005,"Michigan","White Nationalist",4
2005,"Michigan",NA,3
2005,"Minnesota","Christian Identity",2
2005,"Minnesota","Neo-Nazi",4
2005,"Minnesota","White Nationalist",1
2005,"Mississippi","Ku Klux Klan",9
2005,"Mississippi","Neo-Confederate",1
2005,"Mississippi","Neo-Nazi",2
2005,"Mississippi","White Nationalist",13
2005,"Mississippi",NA,2
2005,"Missouri","Christian Identity",3
2005,"Missouri","Ku Klux Klan",1
2005,"Missouri","Neo-Confederate",5
2005,"Missouri","Neo-Nazi",2
2005,"Missouri","Racist Skinhead",1
2005,"Missouri","White Nationalist",6
2005,"Missouri",NA,3
2005,"Montana","Christian Identity",1
2005,"Montana","Neo-Confederate",1
2005,"Nebraska","Christian Identity",1
2005,"Nebraska","Ku Klux Klan",1
2005,"Nebraska","Neo-Nazi",3
2005,"Nevada","General Hate",2
2005,"Nevada","Neo-Nazi",4
2005,"Nevada","Racist Skinhead",1
2005,"Nevada","White Nationalist",1
2005,"Nevada",NA,2
2005,"New Hampshire","Ku Klux Klan",1
2005,"New Hampshire","Neo-Nazi",1
2005,"New Jersey","Hate Music",1
2005,"New Jersey","Ku Klux Klan",2
2005,"New Jersey","Neo-Nazi",7
2005,"New Jersey","Racist Skinhead",11
2005,"New Jersey","White Nationalist",3
2005,"New Jersey",NA,5
2005,"New York","General Hate",1
2005,"New York","Hate Music",1
2005,"New York","Ku Klux Klan",3
2005,"New York","Neo-Confederate",1
2005,"New York","Neo-Nazi",4
2005,"New York","Racist Skinhead",2
2005,"New York","White Nationalist",4
2005,"New York",NA,3
2005,"North Carolina","Christian Identity",2
2005,"North Carolina","General Hate",1
2005,"North Carolina","Ku Klux Klan",8
2005,"North Carolina","Neo-Confederate",8
2005,"North Carolina","Neo-Nazi",8
2005,"North Carolina","White Nationalist",3
2005,"North Carolina",NA,5
2005,"Ohio","Hate Music",2
2005,"Ohio","Ku Klux Klan",11
2005,"Ohio","Neo-Nazi",7
2005,"Ohio","Racist Skinhead",4
2005,"Ohio","White Nationalist",2
2005,"Ohio",NA,7
2005,"Oklahoma","General Hate",1
2005,"Oklahoma","Ku Klux Klan",8
2005,"Oklahoma","Neo-Confederate",1
2005,"Oklahoma","Neo-Nazi",2
2005,"Oklahoma","White Nationalist",1
2005,"Oklahoma",NA,1
2005,"Oregon","Ku Klux Klan",1
2005,"Oregon","Neo-Nazi",4
2005,"Oregon","Racist Skinhead",2
2005,"Pennsylvania","Ku Klux Klan",4
2005,"Pennsylvania","Neo-Nazi",9
2005,"Pennsylvania","Racist Skinhead",11
2005,"Pennsylvania","White Nationalist",2
2005,"Pennsylvania",NA,4
2005,"South Carolina","General Hate",1
2005,"South Carolina","Ku Klux Klan",4
2005,"South Carolina","Neo-Confederate",26
2005,"South Carolina","Neo-Nazi",2
2005,"South Carolina","White Nationalist",7
2005,"South Carolina",NA,3
2005,"Tennessee","Christian Identity",3
2005,"Tennessee","Ku Klux Klan",15
2005,"Tennessee","Neo-Confederate",4
2005,"Tennessee","Neo-Nazi",3
2005,"Tennessee","Racist Skinhead",1
2005,"Tennessee","White Nationalist",6
2005,"Tennessee",NA,3
2005,"Texas","Christian Identity",3
2005,"Texas","General Hate",2
2005,"Texas","Ku Klux Klan",12
2005,"Texas","Neo-Confederate",8
2005,"Texas","Neo-Nazi",5
2005,"Texas","Racist Skinhead",3
2005,"Texas","White Nationalist",2
2005,"Texas",NA,10
2005,"Utah","General Hate",1
2005,"Utah","Neo-Nazi",1
2005,"Utah","Racist Skinhead",1
2005,"Virginia","Anti-Immigrant",1
2005,"Virginia","Christian Identity",1
2005,"Virginia","Ku Klux Klan",7
2005,"Virginia","Neo-Confederate",6
2005,"Virginia","Neo-Nazi",4
2005,"Virginia","Racist Skinhead",1
2005,"Virginia","White Nationalist",10
2005,"Virginia",NA,1
2005,"Washington","Christian Identity",1
2005,"Washington","General Hate",1
2005,"Washington","Ku Klux Klan",2
2005,"Washington","Neo-Nazi",4
2005,"Washington","Racist Skinhead",1
2005,"Washington","White Nationalist",2
2005,"West Virginia","Hate Music",2
2005,"West Virginia","Ku Klux Klan",3
2005,"West Virginia","Neo-Nazi",3
2005,"West Virginia","Racist Skinhead",1
2005,"West Virginia","Radical Traditional Catholicism",1
2005,"Wisconsin","Christian Identity",1
2005,"Wisconsin","Ku Klux Klan",2
2005,"Wisconsin","Neo-Nazi",5
2005,"Wisconsin","Racist Skinhead",2
2005,"Wisconsin","White Nationalist",1
2005,"Wisconsin",NA,1
2005,"Wyoming","Neo-Nazi",3
2005,"Wyoming","Racist Skinhead",2
2006,"Alabama","Ku Klux Klan",3
2006,"Alabama","Neo-Confederate",5
2006,"Alabama","Neo-Nazi",6
2006,"Alabama","White Nationalist",6
2006,"Alabama",NA,2
2006,"Alaska","Neo-Nazi",1
2006,"Arizona","Anti-Immigrant",1
2006,"Arizona","Christian Identity",1
2006,"Arizona","General Hate",1
2006,"Arizona","Neo-Nazi",4
2006,"Arizona","Racist Skinhead",2
2006,"Arizona",NA,1
2006,"Arkansas","Christian Identity",4
2006,"Arkansas","Hate Music",1
2006,"Arkansas","Ku Klux Klan",6
2006,"Arkansas","Neo-Confederate",3
2006,"Arkansas","Neo-Nazi",2
2006,"Arkansas","Racist Skinhead",1
2006,"Arkansas","White Nationalist",1
2006,"Arkansas",NA,1
2006,"California","Anti-Immigrant",4
2006,"California","Anti-LGBTQ",2
2006,"California","General Hate",7
2006,"California","Hate Music",3
2006,"California","Holocaust Denial",2
2006,"California","Ku Klux Klan",6
2006,"California","Neo-Confederate",1
2006,"California","Neo-Nazi",10
2006,"California","Racist Skinhead",17
2006,"California","Radical Traditional Catholicism",2
2006,"California","White Nationalist",1
2006,"California",NA,8
2006,"Colorado","Anti-Immigrant",1
2006,"Colorado","Anti-LGBTQ",1
2006,"Colorado","Christian Identity",1
2006,"Colorado","General Hate",1
2006,"Colorado","Hate Music",1
2006,"Colorado","Ku Klux Klan",1
2006,"Colorado","Neo-Confederate",1
2006,"Colorado","Neo-Nazi",5
2006,"Colorado",NA,1
2006,"Connecticut","General Hate",1
2006,"Connecticut","Neo-Nazi",1
2006,"Connecticut","Racist Skinhead",1
2006,"Connecticut","White Nationalist",2
2006,"Connecticut",NA,2
2006,"Delaware","Hate Music",1
2006,"Delaware",NA,1
2006,"District of Columbia","Anti-LGBTQ",1
2006,"District of Columbia","Holocaust Denial",1
2006,"District of Columbia","Ku Klux Klan",1
2006,"District of Columbia","White Nationalist",1
2006,"District of Columbia",NA,2
2006,"Florida","Christian Identity",1
2006,"Florida","General Hate",2
2006,"Florida","Ku Klux Klan",5
2006,"Florida","Neo-Confederate",16
2006,"Florida","Neo-Nazi",10
2006,"Florida","Racist Skinhead",5
2006,"Florida","White Nationalist",8
2006,"Florida",NA,2
2006,"Georgia","Anti-LGBTQ",1
2006,"Georgia","Christian Identity",3
2006,"Georgia","Hate Music",1
2006,"Georgia","Ku Klux Klan",8
2006,"Georgia","Neo-Confederate",10
2006,"Georgia","Neo-Nazi",5
2006,"Georgia","Racist Skinhead",2
2006,"Georgia","White Nationalist",4
2006,"Georgia",NA,10
2006,"Idaho","Christian Identity",2
2006,"Idaho","Holocaust Denial",1
2006,"Idaho","Neo-Nazi",2
